,house_price_amsterdam,rental_agency_amsterdam,postcode_amsterdam,bedrooms_amsterdam,surface_amsterdam
1003,1850.0,Inxxx Rentals,1072AG,2,75
1004,1650.0,Inxxx Rentals,1082VP,3,79
1005,1500.0,Expats. Amsterdam Rentals ,1017VX,3,80
1006,1495.0,ViaDaan,1051TW,2,47
1007,2000.0,ViaDaan,1072XW,2,65
1008,2600.0,ViaDaan,1072XW,3,85
1009,4000.0,Renthouse Vastgoed,1077JJ,5,160
1010,1650.0,020 Beheer,1017WV,2,60
1011,1650.0,Inter Immo Amsterdam,1013BD,3,70
1012,2950.0,Expats. Amsterdam Rentals ,1071DA,3,105
1013,1650.0,Bianca Combee Housing Service,1082TE,3,70
1014,1650.0,Galman & Versteeg Makelaars o.g.,1052XB,3,48
1015,1500.0,Alcoco.nl,1051BS,2,50
1016,2495.0,Rappange Makelaardij,1077DN,5,155
1017,1500.0,Michiel Stolker Real Estate,1054VR,2,50
1018,4600.0,Amsterdam Sotheby's International Realty,1082GM,3,190
1019,1700.0,Mar. J. Heule,1018HH,3,56
1020,1300.0,HousingNet,1107RB,2,65
1021,1500.0,City Housing Amsterdam,1053ZR,3,75
1022,1800.0,HB Housing ,1067MT,4,100
1023,1895.0,DSTRCT Amsterdam,1054LA,3,80
1024,2750.0,Out Amsterdam,1078JP,4,129
1025,1250.0,Hevesta Bemiddeling,1055MR,1,35
1026,1600.0,Amsterdam Housing,1057ZS,3,60
1027,2000.0,Amsterdam Housing,1052LW,2,75
1028,1325.0,Amsterdam Housing,1013JD,2,40
1029,2200.0,Dutch Housing Centre BV,1015TN,3,90
1030,6000.0,huishuren.nu,1075EN,4,150
1031,1795.0,Lexis Real Estate,1017GB,3,75
1032,1500.0,SPR Property,1054WK,2,58
1033,2100.0,Hometoday.nl,1021JM,5,80
1034,1700.0,Koops Makelaardij Amsterdam,1015KN,2,56
1035,1595.0,ViaDaan,1068GV,4,82
1036,2250.0,Rotsvast Amsterdam,1015BS,3,82
1037,1650.0,VRC - Veth Realty & Consultancy BV,1017XH,2,65
1038,1850.0,Grand Apartments Amsterdam,1082BR,4,80
1039,1400.0,RELO Wonen,1064WR,3,70
1040,1850.0,Dutch Brickx Real Estate Purmerend - Zaandam e.o.,1067RC,4,84
1041,1850.0,Housing Experts,1078MB,3,100
1042,1850.0,VERRA Real Estate Rotterdam,1072GL,3,70
1043,1375.0,RELO Wonen,1055AA,2,51
1044,1475.0,Expathousing.com (Amsterdam) ,1052AT,2,45
1045,1700.0,ViaDaan,1078GG,2,65
1046,3500.0,Smit & Heinen Makelaars en Taxateurs,1075NX,4,138
1047,1550.0,HousingNet,1034LC,4,95
1048,1750.0,Heeren Makelaars B.V.,1083CV,3,79
1049,1800.0,Hoen Vastgoedbeheer ,1076JA,3,64
1050,1400.0,11 Makelaars Amsterdam,1067JR,4,75
1051,2250.0,Urban Homies,1015GJ,4,85
1052,1700.0,Engel en Volkers Amsterdam Centrum,1015DW,3,47
1053,1600.0,Amstel Makelaardij o.g.,1087KP,3,81
1054,1450.0,Executive Home Rentals  Amsterdam,1055PK,3,55
1055,2250.0,Your Home Makelaardij,1071PV,3,86
1056,1250.0,Hevesta Bemiddeling,1055MR,1,35
1057,1350.0,Hevesta Bemiddeling,1055MR,1,37
1058,2500.0,Regio Holland Amsterdam,1077PB,3,126
1059,1200.0,PRO makelaars,1102TV,3,63
1060,1650.0,Eefje Voogd Makelaardij,1017BR,2,56
1061,1695.0,Makelaarskantoor Carla van den Brink,1079VN,3,62
1062,2500.0,Valerius Rentals,1082MK,3,94
1063,1500.0,De Graaf & Groot Makelaars,1051TT,2,48
1064,4500.0,Amsterdam Housing,1081BK,5,200
1065,1750.0,Amsterdam Housing,1072CM,3,50
1066,1695.0,VGW Housing,1094EA,3,55
1067,1450.0,Amstelland Makelaars,1056NR,3,60
1068,1000.0,Expats. Amsterdam Rentals ,1019PE,1,20
1069,1100.0,Expats. Amsterdam Rentals ,1013BD,1,32
1070,1450.0,HouseHunting Amsterdam,1057AS,2,48
1071,1950.0,HouseHunting Amsterdam,1012DM,3,80
1072,2975.0,Housing Experts,1015BR,2,135
1073,1950.0,Koops Makelaardij Amsterdam,1013MP,3,85
1074,2750.0,Grand Apartments Amsterdam,1011DG,2,110
1075,1100.0,Expats. Amsterdam Rentals ,1095MB,1,40
1076,1950.0,Renthouse Vastgoed,1019HC,3,92
1077,2250.0,De Graaf & Groot Makelaars,1071JA,3,80
1078,1750.0,De Graaf & Groot Makelaars,1075XL,3,80
1079,1750.0,SPiL makelaars,1057BX,3,65
1080,1999.0,Bright Apartments & Housing Services,1078AN,3,75
1081,2500.0,CS Housing,1077KN,4,129
1082,2350.0,Kapitaal Kompas B.V.,1019HD,3,110
1083,825.0,Rebo Vastgoed Management,1011TC,2,19
1084,1650.0,Mid-stay Apartments,1095ME,3,75
1085,1500.0,Reallo,1092HB,2,47
1086,1700.0,Reallo,1052CS,2,67
1087,2150.0,Urban Homies,1051EV,3,98
1088,1250.0,Hevesta Bemiddeling,1055MR,1,35
1089,2750.0,Out Amsterdam,1078JP,4,129
1090,7250.0,Brummel & Beuk Makelaars ,1075HT,5,215
1091,3500.0,Jimble,1077KP,5,111
1092,2100.0,Van Huis Uit Makelaars,1051RH,3,102
1093,1250.0,Van Huis Uit Makelaars,1054XA,2,35
1094,3050.0,Vereniging Hendrick de Keyser,1016KH,4,120
1095,1395.0,Huisportaal.nl,1079SK,2,52
1096,1750.0,HousingNet,1079MA,3,63
1097,1250.0,Aham Vastgoed,1013SL,2,35
1098,1400.0,Aham Vastgoed,1055EC,3,50
1099,2150.0,Eefje Voogd Makelaardij,1011TV,3,95
1100,1895.0,Stienstra,1078AV,4,110
1101,1595.0,Tijdelijk Twee Woningen,1068CS,3,91
1102,2150.0,Interhouse verhuurmakelaars Amsterdam,1013JL,3,110
1103,1975.0,Amsterdamse Maatschappij,1079HS,3,72
1104,1175.0,Expathousing.com (Amsterdam) ,1055AA,1,32
1105,1650.0,Ter Haar Makelaars B.V.,1012MB,2,76
1106,1650.0,Amsterdam Housing,1058XR,3,62
1107,2000.0,Amsterdam Housing,1073TL,3,67
1108,2650.0,Broersma Makelaardij,1071EK,4,122
1109,1650.0,Parker & Williams Real Estate Services,1073GJ,2,55
1110,3250.0,Haagen & Partners,1075AT,4,130
1111,1550.0,Grand Relocation,1052VN,3,45
1112,1950.0,Lankhorst Makelaars,1052HM,3,71
1113,2150.0,Compass Housing Amsterdam,1013HA,3,93
1114,1375.0,House of Rentals,1092GH,2,45
1115,2150.0,Inxxx Rentals,1011NC,3,95
1116,1650.0,Grand Apartments Amsterdam,1013EB,2,55
1117,1500.0,Friedmann Housing,1083XG,3,65
1118,1400.0,Together Vastgoed,1024VW,3,61
1119,1350.0,Heimstaden,1016PJ,2,32
1120,1250.0,Hevesta Bemiddeling,1055MR,1,35
1121,2750.0,Out Amsterdam,1078JP,4,129
1122,1850.0,Heimstaden,1073SK,3,58
1123,1495.0,Heimstaden,1016PJ,2,34
1124,1550.0,Heimstaden,1082EH,3,75
1125,1600.0,Heimstaden,1104GL,4,92
1126,2500.0,Alcoco.nl,1075PM,3,90
1127,1575.0,Eveleens Makelaars,1018CV,3,55
1128,1650.0,Jaap Admiraal makelaardij B.V. ,1072XA,2,51
1129,1630.0,Wooove B.V.,1066LH,4,141
1130,1750.0,Vastgoed Unie Makelaardij ,1012TA,2,70
1131,2250.0,Brummel & Beuk Makelaars ,1075EL,3,79
1132,2250.0,Van Huis Uit Makelaars,1074XZ,3,86
1133,1600.0,HousingNet,1078CG,2,69
1134,3000.0,PRO makelaars,1077MX,4,125
1135,1900.0,Collectief Makelaars,1058HM,2,79
1136,2150.0,Amsterdam Beautiful Property Rental,1072XA,2,58
1137,1350.0,Keij & Stefels Makelaars en Taxateurs,1012BG,3,48
1138,1200.0,Keij & Stefels Makelaars en Taxateurs,1012BG,2,33
1139,1300.0,Amsterdam Housing,1096GJ,2,30
1140,1500.0,Haagen & Partners,1013BX,2,70
1141,1500.0,Grand Relocation,1011JH,2,55
1142,1750.0,Grand Relocation,1054PJ,3,80
1143,1650.0,Grand Relocation,1082NL,3,90
1144,1375.0,Grand Relocation,1073BJ,2,32
1145,1810.0,Grand Relocation,1057WK,4,79
1146,2060.0,Grand Relocation,1058GD,4,112
1147,1100.0,Grand Relocation,1095MP,2,43
1148,1750.0,Amstel Housing Amsterdam,1069DV,4,72
1149,1950.0,Compass Housing Amsterdam,1012EM,3,81
1150,1600.0,House of Rentals,1092GH,3,60
1151,3400.0,House of Rentals,1071VA,4,130
1152,1250.0,Hevesta Bemiddeling,1055MR,1,35
1153,1350.0,Hevesta Bemiddeling,1055MR,1,37
1154,2300.0,ViaDaan,1018WW,4,100
1155,1575.0,SPR Property,1052TZ,3,55
1156,1600.0,Homecrew,1053LN,2,53
1157,2000.0,ViaDaan,1058EE,4,100
1158,1795.0,EarthRock Housing,1078MV,3,75
1159,1450.0,Expats. Amsterdam Rentals ,1095MN,2,55
1160,1300.0,ViaDaan,1095MB,2,53
1161,1125.0,Expats. Amsterdam Rentals ,1013LL,1,46
1162,1750.0,Amstel Vastgoed,1013CS,2,60
1163,1350.0,Hevesta Bemiddeling,1055MR,1,37
1164,2250.0,Michiel Stolker Real Estate,1012BN,3,90
1165,1800.0,HousingNet,1014ZL,3,80
1166,2600.0,huishuren.nu,1095MB,6,140
1167,1750.0,Tolsma Vastgoed Beheer,1079SW,3,54
1168,1650.0,Mid-stay Apartments,1092VE,2,60
1169,1750.0,Mid-stay Apartments,1018MN,2,55
1170,1800.0,Mid-stay Apartments,1093NH,3,80
1171,1800.0,Collection Apartments,1055MB,4,90
1172,1700.0,Collection Apartments,1011AR,2,50
1173,3000.0,Von Poll Real Estate - Centrum,1018ER,3,150
1174,1450.0,Engel en Volkers Amsterdam Centrum,1013EJ,2,40
1175,1500.0,Van Maarschalkerwaart Makelaars,1058XR,2,55
1176,1725.0,City Homes,1076LT,3,55
1177,1395.0,Match&Rent,1092GH,2,45
1178,1500.0,Executive Home Rentals  Amsterdam,1072HV,2,50
1179,1600.0,KK Amsterdam,1017VG,3,63
1180,1550.0,Domica Amsterdam,1034BM,3,68
1181,1500.0,HB Housing ,1057DE,3,60
1182,1500.0,HB Housing ,1091EJ,2,53
1183,1500.0,Interhouse verhuurmakelaars Amsterdam,1082XD,3,75
1184,1350.0,Hevesta Bemiddeling,1055MR,1,37
1185,2750.0,Out Amsterdam,1078JP,4,129
1186,1650.0,Amsterdam Beautiful Property Rental,1018WT,2,50
1187,1950.0,Amsterdam Beautiful Property Rental,1017NA,2,64
1188,1600.0,FRIS Vastgoed Management,1072AK,2,54
1189,1375.0,Expathousing.com (Amsterdam) ,1064ED,2,50
1190,1800.0,Keij & Stefels Makelaars en Taxateurs,1077JH,3,70
1191,1850.0,First Class Housing,1056EN,3,78
1192,1700.0,Parker & Williams Real Estate Services,1054DN,2,80
1193,1650.0,Haagen & Partners,1076XR,2,51
1194,1700.0,Grand Relocation,1095MX,4,115
1195,1750.0,Zen Home Rentals,1093RZ,3,75
1196,1600.0,Expats. Amsterdam Rentals ,1057RK,3,75
1197,1650.0,My Amsterdam Apartments,1012RP,2,60
1198,1750.0,The Perfect House,1017WH,2,80
1199,1500.0,City Housing Amsterdam,1012SJ,2,50
1200,2975.0,Renthouse Vastgoed,1015BR,3,135
1201,1950.0,Koops Makelaardij Amsterdam,1012TV,2,85
1202,1600.0,Match&Rent,1092GH,3,50
1203,2100.0,Inxxx Rentals,1017JM,3,80
1204,2500.0,JLG Real Estate,1073ST,3,95
1205,1600.0,JLG Real Estate,1015SN,2,72
1206,1750.0,Asunaro Holland Interplan,1057PT,2,53
1207,1275.0,Keizerskroon makelaars,1015WK,1,24
1208,1650.0,Dutch Renting,1012GJ,2,60
1209,1850.0,Expats. Amsterdam Rentals ,1014ZL,3,75
1210,1850.0,Koops Makelaardij Amsterdam,1062KG,4,87
1211,1500.0,Hoofdstad Makelaars,1104PJ,4,82
1212,1650.0,Bianca Combee Housing Service,1058AA,3,53
1213,2350.0,Vastgoed Unie Makelaardij ,1012CB,4,84
1214,1750.0,Huisportaal.nl,1017EZ,2,58
1215,1350.0,Your Home Makelaardij,1025CW,2,62
1216,1250.0,Hevesta Bemiddeling,1055MR,1,35
1217,2750.0,Out Amsterdam,1078JP,4,129
1218,8500.0,Makelaarskantoor Carla van den Brink,1071PJ,4,208
1219,1950.0,Amsterdamse Maatschappij,1071MZ,3,60
1220,1650.0,Keij & Stefels Makelaars en Taxateurs,1094GZ,3,71
1221,2400.0,Amstelland Makelaars,1017KA,3,88
1222,1700.0,Amstelland Makelaars,1017KA,2,48
1223,1650.0,Amsterdam Housing,1081EE,3,90
1224,2500.0,Amsterdam Housing,1053ZZ,3,90
1225,2350.0,Amsterdam Housing,1016HV,2,95
1226,1450.0,Amsterdam Housing,1056KN,2,50
1227,2250.0,Amsterdam Housing,1051RG,4,115
1228,6000.0,Dutch Housing Centre BV,1075GD,5,225
1229,2250.0,Parker & Williams Real Estate Services,1017JT,3,120
1230,1475.0,Expathousing.com (Amsterdam) ,1058DJ,2,58
1231,1370.0,LV Housing,1102VB,2,45
1232,2400.0,Recourt Makelaars,1011AN,3,100
1233,1940.0,Dutch Renting,1081GC,3,90
1234,1995.0,Koops Makelaardij Amsterdam,1016AN,3,104
1235,1850.0,Koops Makelaardij Amstelveen,1082BR,4,80
1236,1700.0,Spot Relocations,1012RT,2,69
1237,1500.0,Grand Apartments Amsterdam,1102AX,3,81
1238,1600.0,Recourt Makelaars,1011AN,2,50
1239,1850.0,ViaDaan,1054JW,3,72
1240,2100.0,LV Housing,1076BA,3,100
1241,1850.0,NOORESTATE,1071CL,2,40
1242,1575.0,Michiel Stolker Real Estate,1072NX,1,65
1243,1775.0,Relocation-Amsterdam,1091GT,3,60
1244,2150.0,Match&Rent,1018CP,3,80
1245,1475.0,KK Amsterdam,1068JG,3,90
1246,1800.0,Amstel Property Agency,1072EA,3,70
1247,2700.0,Mac Housing,1082MZ,3,85
1248,1350.0,Hevesta Bemiddeling,1055MR,1,37
1249,1250.0,Hevesta Bemiddeling,1055MR,1,35
1250,1475.0,Hoofdstad Makelaars,1051LE,2,43
1251,6000.0,Peter Bruin Makelaardij,1075GD,5,225
1252,1300.0,AVT Makelaars,1102AB,3,85
1253,1875.0,Makelaarskantoor BEN BV,1071RC,3,80
1254,4000.0,Valerius Rentals,1071EZ,5,184
1255,2000.0,Compass Housing Amsterdam,1075XP,3,80
1256,1600.0,Amsterdam Wonen,1072SX,2,53
1257,1480.0,Hallie & Van Klooster,1031JK,3,87
1258,1580.0,Hallie & Van Klooster,1031JK,3,86
1259,1750.0,Alcoco.nl,1067XJ,4,75
1260,2100.0,Amstel Vastgoed,1074CJ,2,65
1261,1600.0,The Brick Club,1087MN,3,100
1262,1750.0,Mid-stay Apartments,1095MN,3,88
1263,4950.0,Von Poll Real Estate - Zuidas,1077GW,7,254
1264,2000.0,Von Poll Real Estate - Centrum,1015AC,3,82
1265,2000.0,Von Poll Real Estate - Centrum,1015AC,3,72
1266,1550.0,Brummel & Beuk Makelaars ,1074ED,2,42
1267,1950.0,Huisportaal.nl,1074AZ,2,95
1268,1750.0,AmsterHomes,1072VR,2,60
1269,1600.0,PRO makelaars,1016LR,2,40
1270,3000.0,Heeren Makelaars B.V.,1071CM,3,93
1271,1750.0,Partner in real estate,1081KR,3,94
1272,1300.0,HB Housing ,1106KL,2,58
1273,1750.0,HB Housing ,1053TA,3,75
1274,1600.0,Interhouse verhuurmakelaars Amsterdam,1015KA,3,58
1275,2350.0,Broersma Makelaardij,1018GK,3,61
1276,2350.0,Broersma Makelaardij,1018GK,3,61
1277,2850.0,Broersma Makelaardij,1018GK,3,75
1278,2850.0,Broersma Makelaardij,1018GK,3,75
1279,5000.0,Broersma Makelaardij,1075AS,6,252
1280,2750.0,Out Amsterdam,1078JP,4,129
1281,1250.0,Hevesta Bemiddeling,1055MR,1,35
1282,3000.0,Broersma Makelaardij,1018GK,3,75
1283,1500.0,Parker & Williams Real Estate Services,1012GP,2,80
1284,1650.0,Parker & Williams Real Estate Services,1012BM,2,74
1285,3000.0,Parker & Williams Real Estate Services,1015BM,3,170
1286,3550.0,FRIS Vastgoed Management,1017BR,3,161
1287,1340.0,JLG Real Estate,1095BK,2,36
1288,1750.0,A Plus Apartments,1094GA,3,72
1289,2200.0,Haagen & Partners,1092BR,4,103
1290,2450.0,Grand Relocation,1016VA,4,95
1291,1675.0,Inter Immo Amsterdam,1055EK,3,80
1292,1400.0,Kalwij Vastgoed,1011PT,2,70
1293,1100.0,Kalwij Vastgoed,1011PT,2,70
1294,1300.0,Koops Makelaardij Amsterdam,1060PJ,3,80
1295,1500.0,Expats. Amsterdam Rentals ,1082MK,2,45
1296,1795.0,Koops Makelaardij Amsterdam,1017VV,3,80
1297,1875.0,Compass Housing Amsterdam,1019DN,3,100
1298,1600.0,G&D&Y Housing,1052GG,3,45
1299,1700.0,Expats. Amsterdam Rentals ,1087HT,3,100
1300,1395.0,Holland2Stay,1062HJ,2,65
1301,1950.0,Expats. Amsterdam Rentals ,1095MB,5,120
1302,1250.0,Expats. Amsterdam Rentals ,1095MN,2,45
1303,1250.0,Expats. Amsterdam Rentals ,1064EA,2,50
1304,1950.0,Expats. Amsterdam Rentals ,1074CA,2,50
1305,1300.0,Expats. Amsterdam Rentals ,1095MB,2,45
1306,2000.0,Homecrew,1055LT,3,88
1307,1350.0,Kalwij Vastgoed,1069CL,2,55
1308,1650.0,Reallo,1092TE,2,64
1309,1950.0,Lankhorst Makelaars,1074CG,3,70
1310,2500.0,IdealEstate Rental Consultancy,1011NA,3,90
1311,1635.0,Amsterdam Wonen,1016TL,3,50
1312,2750.0,Out Amsterdam,1078JP,4,129
1313,1250.0,Hevesta Bemiddeling,1055MR,1,35
1314,1500.0,Hallie & Van Klooster,1051HL,3,60
1315,1800.0,Michiel Stolker Real Estate,1019NA,3,85
1316,2250.0,Renthouse Vastgoed,1077JE,3,80
1317,1475.0,Rebo Vastgoed Management,1011TC,2,64
1318,1850.0,Rebo Vastgoed Management,1011TC,3,90
1319,1475.0,Rebo Vastgoed Management,1011TC,2,61
1320,1495.0,Wooove B.V.,1062KS,3,100
1321,1475.0,Wooove B.V.,1062KS,3,90
1322,1465.0,Wooove B.V.,1062KS,3,90
1323,1695.0,123Wonen Amstelveen,1082MZ,2,45
1324,1650.0,Brummel & Beuk Makelaars ,1108CB,3,87
1325,1650.0,Find your room,1058PD,3,70
1326,1350.0,Mar. J. Heule,1057TZ,3,49
1327,2750.0,Mar. J. Heule,1054TG,4,125
1328,1725.0,City Homes,1057DL,3,100
1329,1750.0,Ouwehand v/d Meijden Makelaars,1091VH,4,58
1330,1500.0,Your Home Makelaardij,1087HT,3,84
1331,1450.0,Aham Vastgoed,1032HV,3,60
1332,1900.0,Amsterdam Beautiful Property Rental,1082KL,3,85
1333,1650.0,Amsterdam Beautiful Property Rental,1011HW,2,65
1334,1850.0,Amsterdam Beautiful Property Rental,1012TA,2,75
1335,5250.0,Broersma Makelaardij,1077SN,7,210
1336,1500.0,Parker & Williams Real Estate Services,1016TN,2,50
1337,1500.0,HB Housing ,1011BD,2,37
1338,1300.0,HB Housing ,1094CZ,2,30
1339,1399.0,HB Housing ,1082VR,2,72
1340,1750.0,Grand Relocation,1018WL,3,76
1341,1748.0,Bright Apartments & Housing Services,1083JM,3,77
1342,1550.0,The Perfect House,1056SC,3,60
1343,1400.0,A Plus Apartments,1024PV,3,62
1344,1250.0,Hevesta Bemiddeling,1055MR,1,35
1345,1350.0,Hevesta Bemiddeling,1055MR,1,37
1346,1425.0,LIV Residential,1087BP,3,98
1347,1795.0,LIV Residential,1087GZ,5,130
1348,1840.0,LIV Residential,1062EP,4,72
1349,1700.0,Lankhorst Makelaars,1055LX,3,75
1350,1800.0,Amstel Housing Amsterdam,1060TV,4,98
1351,2150.0,Compass Housing Amsterdam,1018CP,3,75
1352,2150.0,Compass Housing Amsterdam,1017HC,3,72
1353,1650.0,Housing Agency,1083HH,2,50
1354,1800.0,Orangebizz,1076BN,3,72
1355,985.0,Borgondo Vastgoedmanagement BV,1043BS,2,33
1356,1650.0,Expats. Amsterdam Rentals ,1103KD,4,110
1357,1350.0,Expats. Amsterdam Rentals ,1021JS,2,30
1358,1400.0,Home of Orange,1025GE,3,55
1359,1700.0,Rotsvast Amsterdam,1017RC,2,50
1360,1600.0,ME Makelaars BV,1072RT,2,58
1361,1650.0,Prinsen Residence International,1016HG,2,55
1362,1750.0,Nanninga & Burger Makelaardij,1058CK,3,55
1363,1350.0,Vastgoed Unie Makelaardij ,1053XP,2,41
1364,1500.0,Vastgoed Unie Makelaardij ,1094EM,2,62
1365,1675.0,Huisportaal.nl,1018MN,2,50
1366,1550.0,Your Home Makelaardij,1057DE,3,55
1367,1950.0,Your Home Makelaardij,1095AD,3,117
1368,1600.0,Regio Holland Amsterdam,1011RM,2,62
1369,8000.0,AmsterHomes,1015BV,4,185
1370,2150.0,Heeren Makelaars B.V.,1082ME,3,107
1371,1725.0,B2 Makelaars,1012CR,3,71
1372,6500.0,Valerius Rentals,1071EW,5,194
1373,1600.0,BrinkBorgh Makelaardij,1079WV,3,52
1374,1250.0,Linger OG,1034LP,2,60
1375,1850.0,Amsterdam Housing,1077DE,3,85
1376,2750.0,Out Amsterdam,1078JP,4,129
1377,1250.0,Hevesta Bemiddeling,1055MR,1,35
1378,1950.0,Amsterdam Housing,1083GG,4,110
1379,1250.0,Parker & Williams Real Estate Services,1017GE,2,35
1380,1325.0,Parker & Williams Real Estate Services,1017GE,2,40
1381,2250.0,Amstelland Makelaars,1016TX,3,79
1382,1950.0,HB Housing ,1073EV,3,60
1383,2500.0,Grand Relocation,1016VR,3,100
1384,2250.0,Grand Relocation,1054ZS,3,100
1385,1500.0,Amstel Housing Amsterdam,1017WG,2,40
1386,1200.0,Amstel Housing Amsterdam,1016HZ,2,30
1387,1575.0,AmsterHomes,1071VS,2,60
1388,3250.0,First Class Housing,1072CC,4,120
1389,1895.0,ViaDaan,1013BX,3,80
1390,1700.0,Rosmuller Makelaars,1071CA,2,60
1391,2850.0,Out Amsterdam,1054JG,4,144
1392,2700.0,A Plus Apartments,1091TM,3,115
1393,1700.0,Incity Real Estate,1024VZ,4,75
1394,1690.0,Amsterdam Rentals,1016KX,2,50
1395,2350.0,Hakkenbroek Housing Company,1077HP,3,90
1396,2350.0,PropertyManager Amsterdam,1012KE,2,90
1397,2750.0,AmsterHomes,1077TS,3,120
1398,2395.0,NOORESTATE,1071EP,3,57
1399,2950.0,The Rental Agency Amsterdam,1075HG,4,130
1400,1500.0,The Rental Agency Amsterdam,1016BN,2,54
1401,1595.0,The Rental Agency Amsterdam,1013CK,2,54
1402,1850.0,The Rental Agency Amsterdam,1072LZ,3,70
1403,2750.0,The Rental Agency Amsterdam,1054LK,3,120
1404,1600.0,Rappange Makelaardij,1056GW,3,75
1405,1295.0,Hallie & Van Klooster,1087HN,3,85
1406,4950.0,Peter Bruin Makelaardij,1071ME,5,145
1407,1782.0,FRIS Vastgoed Management,1095MP,4,85
1408,2750.0,Out Amsterdam,1078JP,4,129
1409,1350.0,Hevesta Bemiddeling,1055MR,1,37
1410,1630.0,FRIS Vastgoed Management,1095MP,3,89
1411,1400.0,FRIS Vastgoed Management,1095MP,3,85
1412,1350.0,Collection Apartments,1053KT,2,45
1413,1800.0,Collection Apartments,1098HT,2,52
1414,1550.0,Wooove B.V.,1062KS,3,83
1415,1650.0,Mar. J. Heule,1079WB,3,52
1416,1800.0,IB Makelaars,1075ET,3,65
1417,1950.0,City Homes,1073VN,3,90
1418,1625.0,City Homes,1093ME,3,70
1419,2150.0,City Homes,1017XH,5,121
1420,2400.0,Huisportaal.nl,1071RW,3,85
1421,3500.0,Ouwehand v/d Meijden Makelaars,1015AA,3,120
1422,2300.0,AHA (Another Home Abroad),1077ZB,3,115
1423,1650.0,AHA (Another Home Abroad),1081AN,4,95
1424,1500.0,AHA (Another Home Abroad),1057PT,2,55
1425,1850.0,Domica Amsterdam,1082MZ,2,42
1426,1795.0,Domica Amsterdam,1062KE,3,100
1427,1600.0,123Wonen Amsterdam,1055CN,2,80
1428,1450.0,Amsterdam Housing,1015TA,2,40
1429,1450.0,JLG Real Estate,1076XB,2,44
1430,1450.0,JLG Real Estate,1073BX,2,45
1431,1150.0,Parker & Williams Real Estate Services,1012XM,2,25
1432,1500.0,HB Housing ,1024PL,3,72
1433,1504.0,FRIS Vastgoed Management,1095MP,3,91
1434,1796.0,FRIS Vastgoed Management,1076DT,3,100
1435,1761.0,FRIS Vastgoed Management,1076DT,3,100
1436,2275.0,Huizen En Zo,1078BG,3,92
1437,2350.0,Novi Makelaardij,1069KD,4,100
1438,1800.0,Compass Housing Amsterdam,1018CP,3,76
1439,1000.0,Expats. Amsterdam Rentals ,1056TS,1,30
1440,1250.0,Hevesta Bemiddeling,1055MR,1,35
1441,2750.0,Out Amsterdam,1078JP,4,129
1442,1500.0,City Housing Amsterdam,1012SP,3,50
1443,1675.0,Rotsvast Amstelveen,1083BW,3,80
1444,1800.0,Grand Apartments Amsterdam,1056SJ,3,65
1445,1750.0,BenS Makelaars,1066GG,4,92
1446,1450.0,Rappange Makelaardij,1011NB,2,50
1447,1350.0,Wooove B.V.,1079PE,2,55
1448,1325.0,Wooove B.V.,1079MZ,2,55
1449,1325.0,Wooove B.V.,1079PE,2,55
1450,1325.0,Wooove B.V.,1079PE,2,55
1451,1355.0,Wooove B.V.,1062KT,2,73
1452,1545.0,Wooove B.V.,1062KS,3,80
1453,1575.0,Wooove B.V.,1062KS,3,80
1454,1545.0,Wooove B.V.,1062KS,3,80
1455,3500.0,Vastgoed Unie Makelaardij ,1077BN,3,170
1456,1525.0,Vastgoed Unie Makelaardij ,1053BJ,2,53
1457,1850.0,City Homes,1057RK,3,75
1458,2450.0,AHA (Another Home Abroad),1082MT,3,90
1459,5000.0,AHA (Another Home Abroad),1077WR,7,200
1460,1500.0,123Wonen Amsterdam,1054WK,2,48
1461,2495.0,Henk Burger Makelaardij,1076XM,3,87
1462,1850.0,HB Housing ,1015GR,3,70
1463,1700.0,Interhouse verhuurmakelaars Amsterdam,1012PP,2,60
1464,1700.0,Interhouse verhuurmakelaars Amsterdam,1012PP,2,60
1465,1500.0,Interhouse verhuurmakelaars Amsterdam,1093GB,2,53
1466,1525.0,Grand Relocation,1051KC,3,50
1467,1580.0,Grand Relocation,1057WK,3,52
1468,1100.0,SPR Property,1058ST,2,29
1469,1900.0,020 Rental,1104DP,5,100
1470,2750.0,Listings,1073CJ,4,133
1471,850.0,Expats. Amsterdam Rentals ,1013LL,1,35
1472,2750.0,Out Amsterdam,1078JP,4,129
1473,1250.0,Hevesta Bemiddeling,1055MR,1,35
1474,1675.0,Out Amsterdam,1062KJ,3,107
1475,5850.0,ImmoStel,1075KK,3,160
1476,2600.0,020 Rental,1067LE,2,105
1477,1900.0,EarthRock Housing,1083DA,4,97
1478,1750.0,Koops Makelaardij Amsterdam,1058SW,3,80
1479,3750.0,Listings,1098EJ,6,160
1480,2900.0,Listings,1013AW,3,144
1481,1500.0,Hamilton Vastgoed,1091TG,2,60
1482,1750.0,De Nieuwe Verhuurmakelaar,1057ZX,3,65
1483,1800.0,Orangebizz,1076NH,3,77
1484,1850.0,Rappange Makelaardij,1059AK,3,60
1485,3000.0,The Rental Shop,1072LA,4,150
1486,3000.0,BrinkBorgh Makelaardij,1075BL,5,146
1487,1750.0,JLG Real Estate,1013AK,3,80
1488,1500.0,Hometoday.nl,1019AZ,2,65
1489,2550.0,Incity Real Estate,1103TC,5,100
1490,1650.0,Match&Rent,1087DJ,3,92
