,house_price_amsterdam,rental_agency_amsterdam,postcode_amsterdam,bedrooms_amsterdam,surface_amsterdam
500,1420.0,VTB Advies en interimmanagement,1098XB,2,70
501,2150.0,Compass Housing Amsterdam,1013GN,3,88
502,1550.0,VERRA Real Estate Rotterdam,1052LB,2,81
503,1550.0,Koops Makelaardij Amstelveen,1082SG,2,65
504,1575.0,SPR Property,1017LA,2,68
505,2400.0,Michiel Stolker Real Estate,1011MV,4,96
506,1700.0,Match&Rent,1012HZ,2,65
507,3900.0,Rotsvast Amsterdam,1082KT,3,135
508,3950.0,Rotsvast Amsterdam,1083KA,4,190
509,1750.0,Relocation Advisers B.V.,1019LD,3,110
510,2300.0,Cosmo Housing,1068PM,4,121
511,7500.0,TVN Real Estate,1054GT,5,350
512,1350.0,Hevesta Bemiddeling,1055MR,1,37
513,2750.0,Out Amsterdam,1078JP,4,129
514,1350.0,Home of Orange,1011KJ,2,40
515,3000.0,The Rental Agency Amsterdam,1098JE,5,154
516,1795.0,Home of Orange,1071KZ,2,76
517,599.0,M4Makelaar B.V,1060PL,1,15
518,2000.0,Relocation Advisers B.V.,1071KC,3,71
519,1650.0,rentalsoncall2.nl,1052JL,3,60
520,1780.0,ViaDaan,1015HL,3,55
521,1500.0,ViaDaan,1057GL,3,50
522,1595.0,ViaDaan,1075VL,2,51
523,2000.0,ViaDaan,1093AG,3,98
524,1750.0,Oei Housing Amsterdam - Expat Apartments,1015CV,2,75
525,1750.0,De Nieuwe Verhuurmakelaar,1053JE,2,68
526,3990.0,Ramon Mossel Makelaardij,1079RH,4,152
527,1900.0,Amstel Property Agency,1082KH,4,115
528,1750.0,Amsterdam Housing,1082LL,3,85
529,1975.0,Mac Housing,1078HX,3,92
530,2400.0,Your key housing,1060PP,6,155
531,1400.0,Direct Capital B.V.,1106CG,3,71
532,1530.0,ViaDaan,1072CX,2,50
533,2500.0,Von Poll Real Estate - Centrum,1059XH,4,116
534,1350.0,Aham Vastgoed,1055XZ,3,55
535,1750.0,JLG Real Estate,1017BA,2,80
536,1600.0,AT Real Estate Agent,1083JM,3,90
537,1850.0,AmsterHomes,1059TS,3,85
538,1500.0,Rappange Makelaardij,1012LG,3,70
539,1400.0,AHA (Another Home Abroad),1032LS,2,57
540,1900.0,Nijman & Vismans,1015NB,3,78
541,1700.0,Boomsma & Bruinsma Makelaars,1054WS,3,47
542,1500.0,City Homes,1052EZ,2,44
543,1650.0,Executive Home Rentals  Amsterdam,1095MD,3,90
544,1250.0,Hevesta Bemiddeling,1055MR,1,35
545,1350.0,Hevesta Bemiddeling,1055MR,1,37
546,1750.0,AmsterHomes,1017NP,2,55
547,1375.0,Aham Vastgoed,1055ZR,2,45
548,1750.0,Aham Vastgoed,1054LN,3,76
549,1550.0,Eefje Voogd Makelaardij,1012TX,2,75
550,1450.0,Eefje Voogd Makelaardij,1082MK,2,42
551,1875.0,Stienstra,1078AT,3,110
552,1650.0,123Wonen Amsterdam,1072PJ,2,60
553,2950.0,DSTRCT Amsterdam,1015DT,3,100
554,4000.0,Ter Haar Makelaars B.V.,1071KV,3,120
555,1000.0,Keij & Stefels Makelaars en Taxateurs,1073BG,2,32
556,1600.0,Keij & Stefels Makelaars en Taxateurs,1078VA,3,84
557,3495.0,A1 Executive Estate,1019HD,5,160
558,1600.0,JLG Real Estate,1056KB,3,55
559,1675.0,Interhouse verhuurmakelaars Amsterdam,1075RW,3,58
560,2000.0,Interhouse verhuurmakelaars Amsterdam,1013BZ,3,87
561,2250.0,Interhouse verhuurmakelaars Amsterdam,1034KE,3,115
562,2900.0,FRIS Vastgoed Management,1017KH,3,126
563,1475.0,Expathousing.com (Amsterdam) ,1072VT,2,45
564,2650.0,Haagen & Partners,1018VM,3,120
565,2000.0,Grand Relocation,1011NC,3,88
566,3000.0,Grand Relocation,1072VT,5,110
567,1800.0,PropertyManager Amsterdam,1062ED,3,105
568,1950.0,Jaap In Huren,1056ST,3,68
569,1550.0,Hammer Realty,1076JA,2,58
570,1925.0,King Housing,1075SL,3,95
571,2250.0,Compass Housing Amsterdam,1071GD,2,87
572,1625.0,Find your room,1013ED,2,55
573,1650.0,Rotsvast Amsterdam,1071BZ,2,75
574,1750.0,Koops Makelaardij Amsterdam,1054KA,3,80
575,1950.0,Allround Housing,1015RD,3,70
576,2750.0,Out Amsterdam,1078JP,4,129
577,1250.0,Hevesta Bemiddeling,1055MR,1,35
578,1350.0,Expat Rentals Nederland,1094AT,2,47
579,2450.0,Overbruggingsverhuur.nl,1015HB,3,115
580,1950.0,G&D&Y Housing,1019HR,3,107
581,1490.0,Koops Makelaardij Amsterdam,1059XL,2,60
582,1800.0,Eday Housing Services,1016DM,2,55
583,1750.0,+31 Vastgoed,1072SW,2,50
584,1600.0,Ouwehand v/d Meijden Makelaars,1074XR,2,47
585,2400.0,Ouwehand v/d Meijden Makelaars,1074XR,3,101
586,3100.0,Peter Bruin Makelaardij,1015CK,3,125
587,1385.0,LIV Residential,1062AB,3,54
588,1585.0,LIV Residential,1098XA,3,98
589,1385.0,LIV Residential,1062AB,3,54
590,1385.0,LIV Residential,1062AB,3,54
591,1190.0,LIV Residential,1062ES,2,44
592,1695.0,LIV Residential,1073VE,3,60
593,1550.0,Find your room,1012VK,2,55
594,1600.0,The Rental Agency Amsterdam,1052CJ,2,70
595,2450.0,Van Huis Uit Makelaars,1012JE,3,91
596,1900.0,Amstel Makelaardij o.g.,1055DV,3,78
597,1350.0,HousingNet,1104EA,3,75
598,1750.0,27 Huis Makelaars,1052GK,2,70
599,1450.0,123Wonen Amsterdam,1055ER,3,48
600,1500.0,123Wonen Amsterdam,1057TB,3,58
601,2850.0,Amsterdam Housing,1071VT,4,130
602,1950.0,Partner in real estate,1016GS,3,85
603,1750.0,Amsterdamse Maatschappij,1098PX,4,80
604,1850.0,Amsterdamse Maatschappij,1054JS,3,83
605,2750.0,DSTRCT Amsterdam,1016EA,3,70
606,1900.0,Dutch Housing Centre BV,1014ZG,3,81
607,1950.0,Dutch Housing Centre BV,1082MK,2,65
608,2750.0,Out Amsterdam,1078JP,4,129
609,1250.0,Hevesta Bemiddeling,1055MR,1,35
610,1800.0,+31 Vastgoed,1069KW,3,78
611,1535.0,Expat Rentals,1094GL,2,65
612,6950.0,Broersma Makelaardij,1075KK,3,207
613,1850.0,JLG Real Estate,1017VD,3,85
614,1500.0,Amstelland Makelaars,1017TR,2,48
615,1670.0,Expathousing.com (Amsterdam) ,1013AW,2,84
616,1595.0,Expathousing.com (Amsterdam) ,1058KK,3,65
617,1700.0,Grand Relocation,1078JC,3,75
618,1900.0,City Centre Retreat,1016PS,3,72
619,2650.0,AT Real Estate Agent,1011KC,4,100
620,1575.0,Inter Immo Amsterdam,1079EM,2,50
621,1600.0,Klok Real Estate,1051JZ,2,48
622,1450.0,Klok Real Estate,1104EA,3,70
623,1700.0,Lammers + Dijkstra Makelaars,1061WB,2,87
624,1550.0,LIV Residential,1072NZ,3,46
625,1645.0,LIV Residential,1062ES,3,86
626,1195.0,LV Housing,1106DM,2,55
627,1495.0,City Housing Amsterdam,1012SJ,2,65
628,1425.0,Holland2Stay,1062HJ,2,65
629,1700.0,Relocation Advisers B.V.,1015CV,2,60
630,1650.0,Relocation Advisers B.V.,1016BC,2,45
631,1950.0,Relocation Advisers B.V.,1083ME,3,90
632,1400.0,YP Housing,1093GM,2,56
633,5500.0,Makelaarskantoor Carla van den Brink,1071GM,2,111
634,6000.0,Makelaarskantoor Carla van den Brink,1014ZP,3,184
635,2650.0,Welocate BV,1016RT,3,106
636,1650.0,Grand Apartments Amsterdam,1012DW,3,65
637,1800.0,Kess Corporation NV,1072GB,3,70
638,1295.0,Lemoo,1087BC,2,50
639,1650.0,Koops Makelaardij Amstelveen,1082HK,4,95
640,1250.0,Hevesta Bemiddeling,1055MR,1,35
641,2750.0,Out Amsterdam,1078JP,4,129
642,1650.0,Amstel Vastgoed,1072ET,2,45
643,1850.0,Amstel Vastgoed,1012DA,2,75
644,1700.0,Amstel Vastgoed,1055JS,3,95
645,1400.0,Hoofdstad Makelaars,1102XR,3,78
646,1900.0,Peter Bruin Makelaardij,1017GC,2,75
647,1500.0,Tolsma Vastgoed Beheer,1091NB,3,56
648,1950.0,Hoen Vastgoedbeheer ,1076LV,4,93
649,1450.0,Evim Makelaars,1024SK,3,65
650,1545.0,Wooove B.V.,1062KT,3,92
651,1355.0,Wooove B.V.,1062KT,2,73
652,1575.0,Wooove B.V.,1062KS,3,80
653,1275.0,Wooove B.V.,1079MZ,2,51
654,1750.0,LIV Residential,1069RS,4,113
655,1600.0,MA Residences,1075TK,2,55
656,1750.0,MA Residences,1075TK,3,72
657,1600.0,Nieuw Amsterdams Huys,1069CL,3,83
658,1950.0,RG Woonadvies,1018EB,4,75
659,1600.0,Van Maarschalkerwaart Makelaars,1072VV,2,50
660,1700.0,Van Maarschalkerwaart Makelaars,1055SN,3,57
661,1700.0,Van Huis Uit Makelaars,1012SP,2,42
662,1995.0,Van Huis Uit Makelaars,1012AE,3,75
663,1750.0,Van Huis Uit Makelaars,1069RS,4,113
664,1400.0,Van Huis Uit Makelaars,1066MP,2,30
665,1500.0,Van Huis Uit Makelaars,1019KJ,3,85
666,3400.0,Van Baerle makelaars,1071NE,4,150
667,1500.0,Forte Makelaars,1016VW,3,50
668,1400.0,Kamta Makelaardij,1108BM,3,69
669,1950.0,Aham Vastgoed,1092EB,4,85
670,1500.0,PRO makelaars,1068JR,3,76
671,3500.0,Heeren Makelaars B.V.,1012BH,4,146
672,1250.0,Hevesta Bemiddeling,1055MR,1,35
673,2750.0,Out Amsterdam,1078JP,4,129
674,3600.0,AHA (Another Home Abroad),1077ZA,6,195
675,1800.0,Valerius Rentals,1057HM,3,73
676,1950.0,Collectief Makelaars,1075GX,4,104
677,3250.0,Ter Haar Makelaars B.V.,1071PH,4,135
678,1600.0,Keij & Stefels Makelaars en Taxateurs,1012TK,3,90
679,3000.0,Amsterdam Housing,1017WP,4,100
680,1490.0,Holland Home Management,1076SX,2,50
681,2650.0,Holland Home Management,1071PG,4,133
682,1400.0,Linger OG,1033ZE,3,81
683,1850.0,Parker & Williams Real Estate Services,1071AT,3,90
684,2300.0,Amstelland Makelaars,1078KM,4,130
685,1800.0,Amstelland Makelaars,1087DK,3,110
686,1500.0,HB Housing ,1051EC,2,50
687,1530.0,Grand Relocation,1068ZV,4,200
688,2950.0,Grand Relocation,1018VM,4,110
689,1850.0,Grand Relocation,1082JB,3,87
690,1525.0,Grand Relocation,1057VW,2,55
691,1550.0,Koops Makelaardij Amsterdam,1057DB,3,57
692,3100.0,Koops Makelaardij Amsterdam,1071AR,4,225
693,1650.0,Renthouse Vastgoed,1072SW,3,55
694,2300.0,Koops Makelaardij Amsterdam,1017NC,3,120
695,1950.0,Koops Makelaardij Amsterdam,1015TA,3,70
696,1850.0,Koops Makelaardij Amsterdam,1017AX,2,80
697,1850.0,Koops Makelaardij Amsterdam,1015GZ,2,50
698,1750.0,Koops Makelaardij Amsterdam,1015GZ,2,50
699,2700.0,Home of Orange,1013BD,3,99
700,1950.0,Amstel Housing Amsterdam,1069LA,4,110
701,1750.0,CITYHOP Real Estate,1081AD,3,65
702,1750.0,CITYHOP Real Estate,1057RV,3,72
703,1500.0,CITYHOP Real Estate,1057RV,2,52
704,2750.0,Out Amsterdam,1078JP,4,129
705,1350.0,Hevesta Bemiddeling,1055MR,1,37
706,1850.0,Out Amsterdam,1053WC,2,60
707,1500.0,A Plus Apartments,1102RR,4,98
708,1650.0,Koops Makelaardij Amsterdam,1013BD,2,80
709,2950.0,Huureenhuis,1056VS,6,180
710,1975.0,Listings,1018RN,3,70
711,1495.0,People On The Move Expat Rentals,1068EK,4,95
712,7500.0,TVN Real Estate,1077EN,3,178
713,1500.0,F.E. Real Estate,1067XM,3,60
714,1800.0,F.E. Real Estate,1012TD,2,48
715,1600.0,F.E. Real Estate,1015GD,2,45
716,1800.0,F.E. Real Estate,1012TD,2,48
717,4025.0,Tolsma Vastgoed Beheer,1077MK,7,189
718,1900.0,Koops Makelaardij Amsterdam,1016AN,3,90
719,1850.0,Randstadkamer,1017KG,3,75
720,1900.0,Amsterdam Wonen,1077JE,3,80
721,1400.0,Alcoco.nl,1078VP,2,39
722,1975.0,Alcoco.nl,1098XB,4,116
723,5900.0,Peter Bruin Makelaardij,1071HP,7,240
724,2250.0,Peter Bruin Makelaardij,1065DB,3,135
725,1500.0,Huureenhuis,1017DJ,2,45
726,1250.0,Clairesrealestate,1054MG,2,35
727,1950.0,Housing Experts,1053ZX,3,90
728,1700.0,Urban Homies,1078SR,3,79
729,2600.0,Engel en Volkers Amsterdam Centrum,1013LL,3,134
730,3250.0,Boelen Makelaardij ,1017LR,5,212
731,1450.0,Van Huis Uit Makelaars,1012PM,2,46
732,1595.0,People On The Move Expat Rentals,1061XZ,3,96
733,1750.0,Rosmuller Makelaars,1019AZ,3,110
734,1475.0,Executive Home Rentals  Amsterdam,1094AG,2,45
735,1495.0,HousingNet,1057RV,2,50
736,1350.0,Hevesta Bemiddeling,1055MR,1,37
737,2750.0,Out Amsterdam,1078JP,4,129
738,1550.0,Your Home Makelaardij,1069NE,3,80
739,2900.0,Infinitas Real Estate,1053VN,3,102
740,1475.0,PRO makelaars,1063CC,3,58
741,1600.0,AHA (Another Home Abroad),1075GJ,3,60
742,1475.0,Tweelwonen.nl Leiden,1087BP,3,97
743,1750.0,Valerius Rentals,1058AW,3,54
744,1750.0,Smit & Heinen Makelaars en Taxateurs,1072JC,3,58
745,1650.0,Amsterdamse Maatschappij,1054TN,2,56
746,2450.0,Broersma Makelaardij,1017AD,3,71
747,1800.0,Amsterdam Housing,1035PV,3,125
748,1950.0,Amsterdam Housing,1011BV,2,80
749,2000.0,Dutch Housing Centre BV,1057ZH,3,115
750,5000.0,Dutch Housing Centre BV,1071GZ,6,190
751,1425.0,Interhouse verhuurmakelaars Amsterdam,1091CW,2,70
752,1690.0,Interhouse verhuurmakelaars Amsterdam,1082KV,3,85
753,1750.0,Interhouse verhuurmakelaars Amsterdam,1013AW,3,85
754,1750.0,Expathousing.com (Amsterdam) ,1054WS,2,75
755,1700.0,Boon Properties,1077CA,3,90
756,1850.0,Dutch Expat Consult,1104KZ,4,112
757,2750.0,Momo Makelaardij en Vastgoed B.V.,1054EA,3,70
758,1800.0,Oei Housing Amsterdam - Expat Apartments,1072CL,2,72
759,3250.0,Rotsvast Amsterdam,1018DA,4,140
760,1600.0,King Housing,1058ND,3,60
761,3750.0,Consilium BV,1016CE,4,180
762,1600.0,Consilium BV,1017RL,2,41
763,1650.0,Home of Orange,1067ML,3,92
764,1600.0,NOORESTATE,1056BC,2,55
765,1750.0,NOORESTATE,1056BC,3,65
766,1650.0,Renthouse Vastgoed,1054DB,2,65
767,1800.0,Koops Makelaardij Amstelveen,1083DA,3,100
768,1350.0,Hevesta Bemiddeling,1055MR,1,37
769,2750.0,Out Amsterdam,1078JP,4,129
770,1350.0,Inter Immo Amsterdam,1015JJ,2,40
771,1650.0,Rotsvast Amsterdam,1064PP,3,94
772,2500.0,NOORESTATE,1015MR,3,95
773,2495.0,Renthouse Vastgoed,1011GP,3,80
774,1250.0,Inter Immo Amsterdam,1064WR,2,70
775,4250.0,Makelaarskantoor Carla van den Brink,1013LR,3,172
776,4250.0,Makelaarskantoor Carla van den Brink,1077LH,5,172
777,2000.0,Dokter Makelaardij,1054BP,3,60
778,2000.0,Prinsen Residence International,1079RK,3,85
779,1850.0,Oei Housing Amsterdam - Expat Apartments,1093NG,2,80
780,1350.0,Your Home Makelaardij,1094JH,2,42
781,1500.0,Aham Vastgoed,1058LE,3,60
782,1750.0,Aham Vastgoed,1075ET,3,65
783,2000.0,PRO makelaars,1071BM,3,68
784,2425.0,Eefje Voogd Makelaardij,1082MT,4,94
785,1100.0,Linger OG,1069RH,2,41
786,5700.0,PC22 Makelaars-taxateurs o.z.,1074XT,6,203
787,1625.0,Amstel Property Agency,1012NN,2,70
788,1210.0,+31 Vastgoed,1015CE,2,45
789,1340.0,+31 Vastgoed,1094AT,3,46
790,3950.0,Amsterdamse Maatschappij,1075CT,5,240
791,1500.0,Amsterdam Housing,1063MC,3,90
792,2700.0,Amsterdam Housing,1011NC,3,100
793,2850.0,Interhouse verhuurmakelaars Amsterdam,1054XJ,4,120
794,2750.0,Boon Properties,1073AV,3,120
795,1350.0,Zen Home Rentals,1011PG,1,35
796,1750.0,CS Housing,1013HC,2,85
797,3150.0,First Class Housing,1059EB,3,115
798,1599.0,AA real estate solutions,1108ER,3,70
799,2800.0,Keizerskroon makelaars,1072JL,4,135
800,1250.0,Hevesta Bemiddeling,1055MR,1,35
801,2750.0,Out Amsterdam,1078JP,4,129
802,2100.0,Inter Immo Amsterdam,1073RB,3,82
803,1995.0,My Amsterdam Apartments,1074CH,3,60
804,1750.0,Grand Apartments Amsterdam,1015CA,2,60
805,2750.0,Compass Housing Amsterdam,1016GC,3,85
806,1600.0,ViaDaan,1054AA,3,80
807,1650.0,ViaDaan,1082HR,3,90
808,1700.0,Dutch Renting,1012AE,2,51
809,2000.0,Dop Makelaars,1078HC,2,90
810,1800.0,G&D&Y Housing,1034MS,3,76
811,2000.0,Expats. Amsterdam Rentals ,1024CX,4,106
812,5650.0,Broersma Makelaardij,1074JL,4,195
813,1650.0,Collection Apartments,1072AV,3,55
814,1300.0,Match&Rent,1073BL,2,38
815,2600.0,Amstel Property Agency,1067EM,5,136
816,2995.0,Broersma Makelaardij,1017SK,3,88
817,1500.0,JLG Real Estate,1017AD,2,67
818,1950.0,BrinkBorgh Makelaardij,1017VN,3,82
819,1500.0,BrinkBorgh Makelaardij,1017VN,2,42
820,1500.0,Keij & Stefels Makelaars en Taxateurs,1093KS,3,77
821,5000.0,Rappange Makelaardij,1016RK,4,155
822,1550.0,Rappange Makelaardij,1013GM,2,40
823,1450.0,Rappange Makelaardij,1016NX,2,60
824,1950.0,Home of Orange,1076NZ,3,78
825,2300.0,Mar. J. Heule,1051CR,4,98
826,2100.0,Absolute Housing,1071PL,2,80
827,1725.0,Absolute Housing,1012CE,2,77
828,1850.0,The Rental Agency Amsterdam,1094CJ,3,107
829,1700.0,Van Huis Uit Makelaars,1073BV,2,45
830,1750.0,123Wonen Amsterdam,1012RN,2,53
831,1700.0,Valerius Rentals,1057CK,3,63
832,1250.0,Hevesta Bemiddeling,1055MR,1,35
833,2750.0,Out Amsterdam,1078JP,4,129
834,1750.0,Valerius Rentals,1053TW,3,51
835,1750.0,Valerius Rentals,1053TW,3,51
836,1600.0,SPiL makelaars,1019AZ,2,70
837,1400.0,Amsterdamse Maatschappij,1098RV,2,70
838,1850.0,DSTRCT Amsterdam,1073SK,3,50
839,1750.0,DSTRCT Amsterdam,1016HK,2,60
840,6750.0,Broersma Makelaardij,1071MZ,6,183
841,3500.0,Broersma Makelaardij,1073CG,4,143
842,1300.0,Keij & Stefels Makelaars en Taxateurs,1017BA,2,42
843,2250.0,Amsterdam Housing,1019DN,3,100
844,1700.0,Dutch Housing Centre BV,1076VJ,3,56
845,1700.0,Dutch Housing Centre BV,1083AR,3,72
846,1800.0,BrinkBorgh Makelaardij,1073TS,3,61
847,1340.0,FRIS Vastgoed Management,1056JE,2,50
848,1850.0,Amstelland Makelaars,1017JD,2,56
849,2150.0,Amstelland Makelaars,1017JD,3,56
850,1500.0,Amstelland Makelaars,1017NP,2,65
851,1700.0,Expat Rentals,1056EM,2,76
852,2750.0,Inxxx Rentals,1077TG,3,135
853,1700.0,Klok Real Estate,1018VW,2,65
854,1350.0,Koops Makelaardij Amsterdam,1013ZX,2,51
855,1645.0,Van Huis Uit Makelaars,1062ES,3,86
856,2450.0,Keizerskroon makelaars,1053NK,3,101
857,1750.0,Expat Apartment Service,1054ET,2,70
858,1850.0,Keizerskroon makelaars,1093JT,3,100
859,1950.0,Liko for expats,1078JA,3,78
860,1600.0,Koops Makelaardij Amsterdam,1058TC,2,60
861,1850.0,Absolute Housing,1074CA,3,85
862,1800.0,Absolute Housing,1017AV,2,90
863,3500.0,Absolute Housing,1071EE,3,104
864,1350.0,Hevesta Bemiddeling,1055MR,1,37
865,2750.0,Out Amsterdam,1078JP,4,129
866,1750.0,Absolute Housing,1017AV,2,90
867,1975.0,Absolute Housing,1071PL,2,79
868,1500.0,JLG Real Estate,1083VB,3,72
869,2350.0,JLG Real Estate,1073CA,3,103
870,1300.0,Real Housing,1011TM,2,45
871,2500.0,Interhouse verhuurmakelaars Amsterdam,1032LP,2,150
872,1400.0,Housing Experts,1025BE,4,77
873,1850.0,Amsterdam Sotheby's International Realty,1072PC,3,76
874,1950.0,Van Huis Uit Makelaars,1056PP,3,115
875,1600.0,Amstel Makelaardij o.g.,1068SM,3,73
876,1850.0,Your Home Makelaardij,1064GZ,4,85
877,2150.0,KK Amsterdam,1091JC,4,85
878,2250.0,Raysemhousing.nl,1087CJ,4,125
879,3000.0,De Graaf & Groot Makelaars,1054GN,3,95
880,1750.0,De Graaf & Groot Makelaars,1011EH,2,63
881,1600.0,HB Housing ,1072TR,2,45
882,1890.0,FRIS Vastgoed Management,1078MK,3,87
883,1500.0,Amsterdamse Maatschappij,1054TD,2,42
884,1950.0,Keij & Stefels Makelaars en Taxateurs,1012RK,3,90
885,3000.0,Dutch Housing Centre BV,1071PL,3,95
886,1850.0,Dutch Housing Centre BV,1079HW,3,65
887,1575.0,JLG Real Estate,1082JA,3,86
888,1900.0,JLG Real Estate,1073CN,3,75
889,2750.0,Parker & Williams Real Estate Services,1017CE,3,110
890,1850.0,Amstelland Makelaars,1011DG,3,86
891,2350.0,Amsterdam Rentals,1012HT,2,60
892,1200.0,RELO Wonen,1055AA,1,30
893,1247.0,Holland2Stay,1097DL,2,51
894,1850.0,Keizerskroon makelaars,1015DA,3,54
895,750.0,SPiL makelaars,1060RX,1,22
896,2750.0,Out Amsterdam,1078JP,4,129
897,1350.0,Hevesta Bemiddeling,1055MR,1,37
898,1975.0,Compass Housing Amsterdam,1078MA,3,110
899,2000.0,AmsterHomes,1076ED,3,90
900,1975.0,Renthouse Vastgoed,1083DB,3,104
901,1675.0,Zen Home Rentals,1024AJ,3,100
902,4750.0,Relocation Advisers B.V.,1071BE,6,274
903,2000.0,Relocation Advisers B.V.,1054GP,3,70
904,1900.0,020 Rental,1104LJ,5,100
905,1795.0,Alcoco.nl,1013LT,3,75
906,1850.0,Homecrew,1018TE,3,70
907,5500.0,Caron & Co Makelaars o.g.,1017LB,4,191
908,3500.0,Peter Bruin Makelaardij,1017ZV,5,180
909,1650.0,Hoen Vastgoedbeheer ,1017TP,2,43
910,1385.0,LIV Residential,1062AB,3,54
911,1315.0,LIV Residential,1062ES,3,63
912,1600.0,Engel en Volkers Amsterdam Centrum,1011PV,2,44
913,4700.0,Jimble,1017TE,3,150
914,1850.0,Van Huis Uit Makelaars,1072BR,2,70
915,1400.0,Van Huis Uit Makelaars,1091MX,2,50
916,1650.0,Van Huis Uit Makelaars,1018WR,3,55
917,2950.0,Huisportaal.nl,1072CD,4,104
918,1500.0,Forte Makelaars,1107PX,3,70
919,1550.0,HousingNet,1095JW,2,50
920,1750.0,Regio Holland Amsterdam,1071ZP,3,55
921,2750.0,AHA (Another Home Abroad),1077ZT,4,130
922,1750.0,Linger OG,1107HV,4,80
923,1400.0,Amsterdam Housing,1012DV,2,57
924,3250.0,Amstelland Makelaars,1017JD,2,115
925,1950.0,Parker & Williams Real Estate Services,1015NB,2,85
926,2500.0,Haagen & Partners,1073VS,4,102
927,1800.0,Haagen & Partners,1071BT,2,55
928,1350.0,Hevesta Bemiddeling,1055MR,1,37
929,1250.0,Hevesta Bemiddeling,1055MR,1,35
930,1450.0,Grand Relocation,1056VE,2,54
931,3000.0,Zen Home Rentals,1015DL,3,125
932,1700.0,Koops Makelaardij Amsterdam,1059VN,2,56
933,2175.0,Michiel Stolker Real Estate,1012BN,3,90
934,1475.0,SPR Property,1074HR,2,64
935,1725.0,SPR Property,1054VA,3,75
936,1475.0,Home of Orange,1108HD,3,75
937,2250.0,Rosmuller Makelaars,1013HG,2,110
938,2200.0,Hamilton Vastgoed,1055MB,3,80
939,2350.0,Expat Apartment Service,1083CZ,4,130
940,1750.0,Expats. Amsterdam Rentals ,1053ZS,2,55
941,2500.0,Expat Apartment Service,1015DG,3,115
942,1650.0,Expat Apartment Service,1011TZ,2,85
943,1750.0,Expats. Amsterdam Rentals ,1096DR,2,70
944,1595.0,ViaDaan,1082EV,3,85
945,1450.0,Expats. Amsterdam Rentals ,1056TS,3,60
946,1050.0,Expats. Amsterdam Rentals ,1056TS,1,25
947,1950.0,Expats. Amsterdam Rentals ,1091EG,3,100
948,1350.0,Expats. Amsterdam Rentals ,1034LT,2,60
949,1650.0,Expats. Amsterdam Rentals ,1011CS,3,68
950,1700.0,Expats. Amsterdam Rentals ,1019DV,3,85
951,1850.0,Unlimited Housing,1058LR,3,70
952,1250.0,Expats. Amsterdam Rentals ,1052NA,1,40
953,2300.0,Koops Makelaardij Amsterdam,1014ZG,3,90
954,1499.0,ViaDaan,1082MZ,2,45
955,2750.0,Van Baerle makelaars,1071VC,3,115
956,1800.0,Amsterdam Rentals,1064EA,3,78
957,2350.0,Dames van Vermeer,1077MN,4,95
958,1525.0,Wooove B.V.,1062KT,3,92
959,1355.0,Wooove B.V.,1062KT,2,73
960,1350.0,Hevesta Bemiddeling,1055MR,1,37
961,1250.0,Hevesta Bemiddeling,1055MR,1,35
962,2275.0,Urban Homies,1013LA,3,92
963,2700.0,Urban Homies,1054HK,3,136
964,1950.0,Vastgoed Unie Makelaardij ,1013JG,3,103
965,1450.0,Vastgoed Unie Makelaardij ,1072JT,2,55
966,1600.0,Vastgoed Unie Makelaardij ,1013JG,2,55
967,2250.0,IB Makelaars,1019NC,3,93
968,2650.0,Van Huis Uit Makelaars,1012JE,3,69
969,2400.0,Van Huis Uit Makelaars,1012JE,3,75
970,1250.0,Van Huis Uit Makelaars,1034BM,2,38
971,2350.0,Van Huis Uit Makelaars,1012JE,3,66
972,1310.0,Amsterdam Real Estate,1025BJ,2,65
973,1350.0,City Homes,1058HJ,2,35
974,1525.0,KK Amsterdam,1012RD,2,68
975,1500.0,KK Amsterdam,1015ND,2,41
976,2850.0,Heeren Makelaars B.V.,1077TB,4,116
977,1595.0,Raysemhousing.nl,1094GZ,2,65
978,1550.0,De Graaf & Groot Makelaars,1053LV,2,58
979,2500.0,Partner in real estate,1016GS,3,120
980,2500.0,Keij & Stefels Makelaars en Taxateurs,1016VB,4,90
981,1850.0,Keij & Stefels Makelaars en Taxateurs,1077HN,3,75
982,1750.0,HB Housing ,1054WS,2,75
983,1600.0,Amsterdamse Maatschappij,1054KL,3,70
984,1700.0,Parker & Williams Real Estate Services,1016RH,2,65
985,1750.0,Expat Rentals,1071AR,3,62
986,1950.0,Grand Relocation,1017ES,3,92
987,1600.0,Grand Relocation,1057TA,3,50
988,1200.0,Rotonda Real Estate,1066HA,2,30
989,1995.0,Hammer Realty,1064DB,5,120
990,1395.0,Expats. Amsterdam Rentals ,1083TL,2,31
991,2000.0,2ndhome4u,1083AV,2,70
992,1250.0,Hevesta Bemiddeling,1055MR,1,35
993,1350.0,Hevesta Bemiddeling,1055MR,1,37
994,1350.0,Michiel Stolker Real Estate,1013JK,2,50
995,1650.0,Housing Experts,1016TP,2,55
996,2050.0,Amsterdam Real Estate,1103SK,4,115
997,1300.0,Michiel Stolker Real Estate,1012LS,2,45
998,1250.0,Michiel Stolker Real Estate,1012LS,2,45
999,2500.0,Michiel Stolker Real Estate,1011JW,2,145
1000,1495.0,HouseHunting Amsterdam,1055NA,3,70
1001,1750.0,Out Amsterdam,1053ZA,2,65
1002,1500.0,Rental Valley,1015PT,2,40
